opportunity_id,customer_account,product_group,mrr,stage,forecast_category,rep,sales_channel,created_date,close_date
OPP-00504,NexGen Telecom,IP Transit,440.54,3 - Propose,Commit,Sarah Mitchell,Channel,01/17/2026,09/06/2026
OPP-00509,Summit Cloud,Wavelengths,456.88,3 - Propose,Longshot,Chris Weber,Agent,01/25/2026,07/14/2026
OPP-00510,Zenith Systems,MPLS,103.95,Verbal Agreement,Commit,Chris Weber,Direct,12/31/2025,05/10/2026
OPP-00511,CopperLine,DDoS Protection,654.13,Verbal Agreement,Commit,Chris Weber,Agent,02/20/2026,08/11/2026
OPP-00513,RedRock Data,Dark Fiber,3950.04,Verbal Agreement,Commit,Sarah Mitchell,Direct,02/22/2026,04/24/2026
OPP-00517,CoreConnect,Ethernet,922.9,3 - Propose,Best Case,Ryan O'Brien,Channel,12/05/2025,03/20/2026
OPP-00518,NetScale Systems,Dark Fiber,642.28,4 - Negotiate,Not In Forecast,Mark Thompson,Agent,01/27/2026,07/11/2026
OPP-00526,SwiftNode,Cloud Connect,345.59,2 - Design Solution,Commit,Mark Thompson,Channel,12/31/2025,04/08/2026
OPP-00527,WavePoint,MPLS,837.47,4 - Negotiate,Not In Forecast,Mark Thompson,Channel,02/18/2026,08/28/2026
OPP-00528,SignalBridge,Ethernet,1336.39,1 - Discover,Commit,Nicole Foster,Agent,11/24/2025,04/29/2026
OPP-00531,OmniConnect,DDoS Protection,36.9,3 - Propose,Longshot,Nicole Foster,Agent,02/09/2026,08/14/2026
OPP-00532,Zenith Systems,Managed Services,458.27,2 - Design Solution,Best Case,Lisa Chen,Agent,12/28/2025,08/05/2026
OPP-00535,TerraLink,MPLS,116.09,3 - Propose,Commit,Mark Thompson,Direct,02/07/2026,07/12/2026
OPP-00539,RedRock Data,IP Transit,138.35,3 - Propose,Not In Forecast,Jose Banales,Direct,01/30/2026,03/18/2026
OPP-00541,Titanium Labs,Colocation,650.07,4 - Negotiate,Longshot,Amy Rodriguez,Channel,11/28/2025,07/13/2026
OPP-00544,RedRock Data,DDoS Protection,614.95,4 - Negotiate,Not In Forecast,Sarah Mitchell,Agent,11/20/2025,03/27/2026
OPP-00547,CloudFirst,SD-WAN,56.77,Verbal Agreement,Best Case,Sarah Mitchell,Channel,11/26/2025,05/08/2026
OPP-00549,StarForge,IP Transit,624.04,1 - Discover,Best Case,Jessica Kim,Direct,11/20/2025,07/20/2026
OPP-00550,Quantum Networks,Dark Fiber,1578.8,Verbal Agreement,Not In Forecast,Jose Banales,Direct,02/14/2026,04/19/2026
OPP-00554,RedRock Data,IP Transit,612.24,1 - Discover,Not In Forecast,Mark Thompson,Agent,12/20/2025,06/11/2026
OPP-00555,GoldGrid,Managed Services,389.63,Verbal Agreement,Best Case,Jose Banales,Direct,02/18/2026,07/09/2026
OPP-00557,NexGen Telecom,DDoS Protection,359.3,1 - Discover,Not In Forecast,Lisa Chen,Channel,12/06/2025,05/12/2026
OPP-00560,GoldGrid,IP Transit,275.86,1 - Discover,Best Case,Nicole Foster,Agent,02/01/2026,07/17/2026
OPP-00563,RedRock Data,Ethernet,122.35,4 - Negotiate,Commit,Sarah Mitchell,Agent,11/20/2025,07/18/2026
OPP-00564,HorizonIO,IP Transit,2512.39,1 - Discover,Best Case,Jessica Kim,Agent,03/09/2026,09/14/2026
OPP-00566,FlexNet Solutions,DDoS Protection,490.45,Verbal Agreement,Commit,David Park,Agent,02/05/2026,06/11/2026
OPP-00569,Apex Digital,Cloud Connect,93.47,3 - Propose,Not In Forecast,David Park,Agent,01/19/2026,07/24/2026
OPP-00573,FlexNet Solutions,Ethernet,1694.93,2 - Design Solution,Longshot,Sarah Mitchell,Direct,01/09/2026,08/13/2026
OPP-00574,ClearPath,Cloud Connect,1434.84,Verbal Agreement,Longshot,Jessica Kim,Agent,01/29/2026,04/20/2026
OPP-00576,SignalBridge,Colocation,183.15,2 - Design Solution,Longshot,David Park,Direct,01/30/2026,04/19/2026
OPP-00578,DigiPath,Dark Fiber,3403.46,4 - Negotiate,Longshot,Chris Weber,Channel,02/08/2026,09/14/2026
OPP-00579,FlexNet Solutions,Managed Services,277.52,Verbal Agreement,Not In Forecast,David Park,Agent,03/13/2026,03/28/2026
OPP-00581,GridForce,MPLS,203.66,3 - Propose,Not In Forecast,Ryan O'Brien,Direct,02/12/2026,09/05/2026
OPP-00584,FlexNet Solutions,IP Transit,2248.17,2 - Design Solution,Best Case,Chris Weber,Agent,12/14/2025,06/03/2026
OPP-00585,Pinnacle IT,Colocation,719.39,Verbal Agreement,Not In Forecast,Amy Rodriguez,Direct,02/07/2026,05/26/2026
OPP-00586,BluePeak,IP Transit,172.29,2 - Design Solution,Longshot,Ryan O'Brien,Channel,03/04/2026,08/14/2026
OPP-00589,CopperLine,Managed Services,151.79,4 - Negotiate,Commit,Nicole Foster,Channel,03/06/2026,05/23/2026
OPP-00592,SignalBridge,Colocation,84.97,3 - Propose,Longshot,Amy Rodriguez,Channel,11/30/2025,08/01/2026
OPP-00594,LinkStream,IP Transit,1611.81,Verbal Agreement,Commit,Ryan O'Brien,Direct,01/10/2026,07/13/2026
OPP-00596,ClearPath,IP Transit,155.72,1 - Discover,Best Case,David Park,Direct,12/14/2025,04/20/2026
OPP-00601,CopperLine,IP Transit,292.45,2 - Design Solution,Not In Forecast,Jessica Kim,Agent,12/02/2025,06/06/2026
OPP-00603,DigiPath,DDoS Protection,4551.16,3 - Propose,Best Case,David Park,Channel,01/27/2026,06/30/2026
OPP-00604,FlexNet Solutions,DDoS Protection,1684.08,4 - Negotiate,Commit,Lisa Chen,Direct,02/12/2026,07/21/2026
OPP-00605,FiberLink,DDoS Protection,110.47,1 - Discover,Commit,Jessica Kim,Agent,02/20/2026,04/30/2026
OPP-00607,Zenith Systems,Cloud Connect,106.58,4 - Negotiate,Commit,Jessica Kim,Agent,12/20/2025,07/21/2026
OPP-00609,SilverStream,Cloud Connect,1959.24,1 - Discover,Not In Forecast,Mark Thompson,Channel,02/27/2026,07/15/2026
OPP-00613,Zenith Systems,SD-WAN,1911.79,Verbal Agreement,Longshot,Jessica Kim,Agent,12/29/2025,04/02/2026
OPP-00614,TechFlow Inc,MPLS,1866.36,3 - Propose,Longshot,Jose Banales,Direct,01/05/2026,04/11/2026
OPP-00618,LinkStream,Cloud Connect,151.45,3 - Propose,Not In Forecast,Jessica Kim,Agent,12/13/2025,07/23/2026
OPP-00627,TechFlow Inc,Dark Fiber,1620.73,1 - Discover,Longshot,Sarah Mitchell,Channel,02/11/2026,09/02/2026
OPP-00632,SilverStream,Dark Fiber,176.54,2 - Design Solution,Longshot,Jose Banales,Agent,03/13/2026,09/09/2026
OPP-00634,Apex Digital,DDoS Protection,364.54,4 - Negotiate,Longshot,Jose Banales,Channel,02/17/2026,07/04/2026
OPP-00639,Atlas Computing,Ethernet,282.38,1 - Discover,Longshot,David Park,Agent,12/07/2025,04/09/2026
OPP-00642,BluePeak,IP Transit,5509.22,2 - Design Solution,Longshot,Jose Banales,Channel,01/31/2026,09/09/2026
OPP-00645,DataSync Labs,Dark Fiber,105.63,3 - Propose,Longshot,David Park,Agent,03/10/2026,07/15/2026
OPP-00647,IronGate Tech,SD-WAN,429.2,3 - Propose,Best Case,David Park,Agent,12/28/2025,07/21/2026
OPP-00652,DigiPath,DDoS Protection,915.78,1 - Discover,Commit,Amy Rodriguez,Agent,01/15/2026,09/02/2026
OPP-00653,Pinnacle IT,Managed Services,1595.56,3 - Propose,Best Case,David Park,Agent,12/15/2025,03/30/2026
OPP-00657,Titanium Labs,MPLS,610.47,3 - Propose,Not In Forecast,Chris Weber,Direct,11/29/2025,03/28/2026
OPP-00659,FlexNet Solutions,Managed Services,693.93,4 - Negotiate,Best Case,Chris Weber,Direct,01/23/2026,07/05/2026
OPP-00663,PulseNet,Ethernet,88.49,Verbal Agreement,Not In Forecast,Mark Thompson,Direct,01/25/2026,03/22/2026
OPP-00666,Pinnacle IT,IP Transit,162.36,Verbal Agreement,Not In Forecast,Lisa Chen,Channel,12/06/2025,07/17/2026
OPP-00667,IronGate Tech,Dark Fiber,2457.34,4 - Negotiate,Not In Forecast,Sarah Mitchell,Direct,01/31/2026,05/19/2026
OPP-00671,IronGate Tech,Dark Fiber,265.44,4 - Negotiate,Best Case,Mark Thompson,Channel,02/01/2026,09/09/2026
OPP-00672,ClearPath,MPLS,1544.83,4 - Negotiate,Not In Forecast,Jessica Kim,Direct,02/28/2026,04/28/2026
OPP-00673,GoldGrid,Ethernet,155.43,4 - Negotiate,Not In Forecast,David Park,Agent,11/30/2025,07/02/2026
OPP-00676,DataSync Labs,Colocation,512.68,Verbal Agreement,Commit,David Park,Direct,03/16/2026,07/08/2026
OPP-00677,Atlas Computing,Wavelengths,44.93,1 - Discover,Best Case,Sarah Mitchell,Agent,03/14/2026,06/18/2026
OPP-00680,BluePeak,Cloud Connect,327.41,Verbal Agreement,Not In Forecast,Lisa Chen,Direct,01/09/2026,06/30/2026
OPP-00682,CloudFirst,DDoS Protection,1038.19,2 - Design Solution,Longshot,Jose Banales,Agent,01/10/2026,06/28/2026
OPP-00686,CopperLine,SD-WAN,200.13,Verbal Agreement,Longshot,Lisa Chen,Channel,12/03/2025,03/30/2026
OPP-00687,DigiPath,Managed Services,261.4,4 - Negotiate,Best Case,David Park,Agent,01/01/2026,06/02/2026
OPP-00690,Zenith Systems,MPLS,650.27,3 - Propose,Not In Forecast,Ryan O'Brien,Agent,02/14/2026,07/21/2026
OPP-00692,LinkStream,Managed Services,574.6,Verbal Agreement,Commit,Jessica Kim,Direct,01/04/2026,08/11/2026
OPP-00694,CopperLine,DDoS Protection,32.92,2 - Design Solution,Commit,Jose Banales,Channel,12/03/2025,08/05/2026
OPP-00696,CoreConnect,Colocation,1233.55,2 - Design Solution,Not In Forecast,Jessica Kim,Channel,01/06/2026,05/16/2026
OPP-00697,Zenith Systems,Cloud Connect,1590.16,4 - Negotiate,Best Case,Ryan O'Brien,Direct,02/16/2026,03/24/2026
OPP-00699,Cascade Networks,Ethernet,809.1,1 - Discover,Commit,Jessica Kim,Agent,12/23/2025,05/09/2026
OPP-00700,NexGen Telecom,MPLS,164.15,Verbal Agreement,Not In Forecast,Jessica Kim,Direct,03/08/2026,03/23/2026
OPP-00703,FiberLink,Cloud Connect,91.13,3 - Propose,Commit,Mark Thompson,Channel,11/24/2025,05/08/2026
OPP-00712,OmniConnect,DDoS Protection,120.94,1 - Discover,Not In Forecast,Mark Thompson,Agent,11/19/2025,05/13/2026
OPP-00714,DataSync Labs,SD-WAN,555.88,2 - Design Solution,Longshot,Jessica Kim,Agent,01/29/2026,07/24/2026
OPP-00715,RedRock Data,IP Transit,985.11,Verbal Agreement,Best Case,Ryan O'Brien,Direct,11/26/2025,08/15/2026
OPP-00716,CoreConnect,Wavelengths,19.11,2 - Design Solution,Commit,Mark Thompson,Channel,02/14/2026,09/07/2026
OPP-00719,ClearPath,Wavelengths,2226.51,2 - Design Solution,Commit,Nicole Foster,Direct,03/15/2026,05/20/2026
OPP-00722,SilverStream,MPLS,1600.16,Verbal Agreement,Commit,Jessica Kim,Direct,02/26/2026,04/19/2026
OPP-00723,CloudFirst,Managed Services,479.63,4 - Negotiate,Not In Forecast,Jose Banales,Channel,01/08/2026,04/11/2026
OPP-00724,GoldGrid,DDoS Protection,78.63,Verbal Agreement,Not In Forecast,Lisa Chen,Agent,03/10/2026,08/23/2026
OPP-00725,GoldGrid,Wavelengths,350.47,1 - Discover,Best Case,Amy Rodriguez,Agent,12/01/2025,04/13/2026
OPP-00726,Acme Corp,MPLS,415.06,2 - Design Solution,Not In Forecast,Sarah Mitchell,Agent,02/18/2026,08/23/2026
OPP-00727,SwiftNode,IP Transit,63.77,1 - Discover,Longshot,Lisa Chen,Direct,12/27/2025,08/14/2026
OPP-00729,CloudFirst,Ethernet,579.55,4 - Negotiate,Commit,Ryan O'Brien,Agent,12/31/2025,05/05/2026
OPP-00731,Atlas Computing,Dark Fiber,850.34,2 - Design Solution,Best Case,Jessica Kim,Direct,12/18/2025,07/19/2026
OPP-00733,WavePoint,SD-WAN,189.95,3 - Propose,Longshot,Jessica Kim,Direct,02/18/2026,05/01/2026
OPP-00737,NexGen Telecom,Dark Fiber,1101.54,Verbal Agreement,Commit,David Park,Direct,02/26/2026,07/16/2026
OPP-00740,IronGate Tech,DDoS Protection,232.26,3 - Propose,Commit,Nicole Foster,Direct,12/25/2025,07/09/2026
OPP-00744,GridForce,MPLS,289.1,3 - Propose,Commit,Mark Thompson,Agent,01/17/2026,09/01/2026
OPP-00746,Atlas Computing,Cloud Connect,2542.84,4 - Negotiate,Best Case,Sarah Mitchell,Channel,01/13/2026,07/11/2026
OPP-00748,ByteWorks,DDoS Protection,148.62,Verbal Agreement,Commit,Chris Weber,Agent,03/16/2026,04/22/2026
OPP-00749,WavePoint,Cloud Connect,517.85,Verbal Agreement,Not In Forecast,Nicole Foster,Agent,12/14/2025,06/26/2026
OPP-00751,StarForge,IP Transit,1526.69,1 - Discover,Best Case,Jose Banales,Agent,12/25/2025,09/02/2026
OPP-00753,CoreConnect,Colocation,154.61,4 - Negotiate,Not In Forecast,Chris Weber,Channel,03/02/2026,09/04/2026
OPP-00754,Pinnacle IT,IP Transit,46.58,Verbal Agreement,Not In Forecast,Nicole Foster,Agent,12/23/2025,05/08/2026
OPP-00755,Acme Corp,IP Transit,1533.62,Verbal Agreement,Not In Forecast,Jessica Kim,Direct,01/15/2026,07/14/2026
OPP-00756,Titanium Labs,Dark Fiber,54.36,4 - Negotiate,Longshot,Sarah Mitchell,Channel,01/07/2026,08/21/2026
OPP-00757,PulseNet,DDoS Protection,152.38,4 - Negotiate,Best Case,Lisa Chen,Direct,02/15/2026,08/10/2026
OPP-00758,FiberLink,DDoS Protection,115.33,2 - Design Solution,Longshot,Jose Banales,Direct,02/11/2026,04/04/2026
OPP-00761,DataSync Labs,Dark Fiber,97.89,2 - Design Solution,Not In Forecast,David Park,Direct,01/16/2026,04/04/2026
OPP-00762,Quantum Networks,Colocation,371.14,2 - Design Solution,Best Case,Lisa Chen,Agent,12/09/2025,03/22/2026
OPP-00765,Acme Corp,Dark Fiber,1154.97,3 - Propose,Commit,Chris Weber,Direct,01/10/2026,03/25/2026
OPP-00766,Acme Corp,Cloud Connect,3151.18,2 - Design Solution,Best Case,Lisa Chen,Agent,11/23/2025,07/02/2026
OPP-00771,ByteWorks,Colocation,146.42,2 - Design Solution,Not In Forecast,Nicole Foster,Agent,02/22/2026,05/19/2026
OPP-00782,Titanium Labs,IP Transit,419.34,3 - Propose,Longshot,Lisa Chen,Channel,02/15/2026,04/01/2026
OPP-00786,HorizonIO,DDoS Protection,977.45,3 - Propose,Best Case,Sarah Mitchell,Direct,03/17/2026,06/27/2026
OPP-00789,CloudFirst,IP Transit,99.29,4 - Negotiate,Commit,Lisa Chen,Channel,03/09/2026,08/27/2026
OPP-00796,TerraLink,SD-WAN,401.55,Verbal Agreement,Not In Forecast,Nicole Foster,Direct,12/09/2025,07/10/2026
OPP-00800,DigiPath,MPLS,57.85,4 - Negotiate,Not In Forecast,Amy Rodriguez,Direct,01/11/2026,06/07/2026
OPP-00801,SkyBridge Networks,IP Transit,1164.9,2 - Design Solution,Longshot,Ryan O'Brien,Agent,03/05/2026,05/13/2026
OPP-00807,LinkStream,Ethernet,1317.58,Verbal Agreement,Not In Forecast,Jose Banales,Channel,02/12/2026,04/30/2026
OPP-00809,NexGen Telecom,DDoS Protection,667.53,2 - Design Solution,Commit,Jessica Kim,Channel,02/25/2026,07/14/2026
OPP-00816,RedRock Data,Cloud Connect,207.89,Verbal Agreement,Commit,Ryan O'Brien,Channel,12/18/2025,03/27/2026
OPP-00817,GridForce,IP Transit,524.58,Verbal Agreement,Longshot,David Park,Direct,12/04/2025,08/24/2026
OPP-00819,WavePoint,Colocation,147.26,3 - Propose,Best Case,Lisa Chen,Direct,01/10/2026,04/26/2026
OPP-00820,Apex Digital,DDoS Protection,68.19,2 - Design Solution,Commit,Chris Weber,Direct,12/30/2025,08/28/2026
OPP-00822,FiberLink,Wavelengths,1039.49,3 - Propose,Commit,Mark Thompson,Agent,01/24/2026,06/15/2026
OPP-00823,Titanium Labs,SD-WAN,285.09,1 - Discover,Not In Forecast,Ryan O'Brien,Channel,01/18/2026,08/16/2026
OPP-00825,SkyBridge Networks,Ethernet,332.11,2 - Design Solution,Not In Forecast,Nicole Foster,Channel,01/21/2026,05/30/2026
OPP-00826,PrimeRoute,DDoS Protection,23.98,2 - Design Solution,Longshot,Ryan O'Brien,Agent,01/09/2026,06/06/2026
OPP-00829,EchoPoint,Cloud Connect,599.27,Verbal Agreement,Not In Forecast,Lisa Chen,Agent,12/09/2025,09/06/2026
OPP-00832,Acme Corp,MPLS,330.64,Verbal Agreement,Not In Forecast,Chris Weber,Direct,11/25/2025,06/17/2026
OPP-00837,BluePeak,Cloud Connect,86.84,4 - Negotiate,Not In Forecast,Jose Banales,Direct,02/28/2026,09/08/2026
OPP-00838,CoreConnect,Cloud Connect,803.97,4 - Negotiate,Longshot,Chris Weber,Agent,01/21/2026,03/21/2026
OPP-00839,NexGen Telecom,Dark Fiber,333.53,1 - Discover,Not In Forecast,Amy Rodriguez,Channel,11/28/2025,07/05/2026
OPP-00842,GridForce,IP Transit,1353.53,1 - Discover,Longshot,Chris Weber,Direct,02/15/2026,08/27/2026
OPP-00846,SkyBridge Networks,Cloud Connect,596.78,2 - Design Solution,Not In Forecast,Nicole Foster,Agent,11/29/2025,04/14/2026
OPP-00848,EchoPoint,MPLS,437.74,2 - Design Solution,Best Case,Amy Rodriguez,Channel,12/12/2025,07/03/2026
OPP-00849,StarForge,SD-WAN,546.16,4 - Negotiate,Not In Forecast,Ryan O'Brien,Channel,11/26/2025,07/19/2026
OPP-00854,LinkStream,Colocation,1701.48,Verbal Agreement,Longshot,Sarah Mitchell,Direct,02/18/2026,04/21/2026
OPP-00855,BluePeak,MPLS,947.81,1 - Discover,Longshot,David Park,Channel,12/10/2025,05/22/2026
OPP-00856,TechFlow Inc,Colocation,1387.63,4 - Negotiate,Best Case,Nicole Foster,Direct,03/02/2026,07/09/2026
OPP-00859,FlexNet Solutions,Dark Fiber,648.68,4 - Negotiate,Best Case,David Park,Direct,11/27/2025,07/05/2026
OPP-00860,NexGen Telecom,Managed Services,4588.41,2 - Design Solution,Commit,Chris Weber,Direct,01/05/2026,06/24/2026
OPP-00861,TechFlow Inc,Wavelengths,229.22,2 - Design Solution,Best Case,Jose Banales,Agent,03/18/2026,08/25/2026
OPP-00864,EchoPoint,SD-WAN,72.93,4 - Negotiate,Best Case,Sarah Mitchell,Agent,01/02/2026,09/01/2026
OPP-00865,FlexNet Solutions,Ethernet,65.11,1 - Discover,Best Case,Chris Weber,Agent,12/01/2025,05/29/2026
OPP-00867,Cascade Networks,Cloud Connect,5360.99,2 - Design Solution,Longshot,Nicole Foster,Direct,01/01/2026,04/13/2026
OPP-00868,PrimeRoute,Managed Services,171.79,1 - Discover,Not In Forecast,Amy Rodriguez,Channel,02/18/2026,07/18/2026
OPP-00869,NetScale Systems,Wavelengths,136.92,3 - Propose,Best Case,Nicole Foster,Channel,12/11/2025,06/24/2026
OPP-00879,PulseNet,Colocation,352.88,4 - Negotiate,Not In Forecast,Nicole Foster,Direct,03/03/2026,06/23/2026
OPP-00882,DataSync Labs,Ethernet,389.55,Verbal Agreement,Commit,David Park,Direct,03/18/2026,06/05/2026
OPP-00885,Quantum Networks,Ethernet,496.31,2 - Design Solution,Not In Forecast,Lisa Chen,Agent,02/26/2026,04/20/2026
OPP-00886,ClearPath,SD-WAN,661.68,4 - Negotiate,Commit,Amy Rodriguez,Agent,12/07/2025,08/10/2026
OPP-00887,RedRock Data,Wavelengths,9180.69,3 - Propose,Commit,Jose Banales,Direct,01/20/2026,04/11/2026
OPP-00889,Pinnacle IT,SD-WAN,2690.49,1 - Discover,Longshot,Jessica Kim,Agent,03/07/2026,05/30/2026
OPP-00895,Apex Digital,MPLS,1647.81,1 - Discover,Not In Forecast,Jose Banales,Agent,01/17/2026,05/11/2026
OPP-00897,Cascade Networks,Ethernet,1673.68,1 - Discover,Longshot,David Park,Direct,12/09/2025,05/07/2026
OPP-00899,StarForge,MPLS,575.18,Verbal Agreement,Longshot,Lisa Chen,Direct,11/19/2025,04/25/2026
OPP-00902,LinkStream,Cloud Connect,1786.01,Verbal Agreement,Longshot,Lisa Chen,Direct,11/20/2025,06/03/2026
OPP-00905,FlexNet Solutions,MPLS,1584.19,1 - Discover,Commit,Sarah Mitchell,Direct,02/07/2026,07/09/2026
OPP-00908,FlexNet Solutions,SD-WAN,1734.28,4 - Negotiate,Longshot,David Park,Channel,12/30/2025,04/30/2026
OPP-00909,Titanium Labs,DDoS Protection,598.56,2 - Design Solution,Commit,Lisa Chen,Agent,02/28/2026,08/12/2026
OPP-00911,DigiPath,MPLS,143.19,Verbal Agreement,Commit,Chris Weber,Agent,11/29/2025,03/24/2026
OPP-00913,OmniConnect,IP Transit,4515.09,3 - Propose,Not In Forecast,Lisa Chen,Agent,02/24/2026,05/23/2026
OPP-00914,CloudFirst,SD-WAN,148.55,Verbal Agreement,Best Case,Sarah Mitchell,Direct,11/29/2025,04/06/2026
OPP-00916,PulseNet,SD-WAN,922.79,Verbal Agreement,Longshot,Jose Banales,Direct,01/01/2026,07/19/2026
OPP-00919,StarForge,SD-WAN,421.33,4 - Negotiate,Best Case,Jessica Kim,Agent,12/20/2025,05/01/2026
OPP-00922,SkyBridge Networks,Wavelengths,170.49,Verbal Agreement,Longshot,Jessica Kim,Direct,01/07/2026,03/25/2026
OPP-00923,DigiPath,IP Transit,206.84,3 - Propose,Longshot,Amy Rodriguez,Channel,01/04/2026,04/24/2026
OPP-00924,Apex Digital,Wavelengths,103.31,3 - Propose,Longshot,Jose Banales,Channel,03/13/2026,05/16/2026
OPP-00925,StarForge,Wavelengths,107.25,Verbal Agreement,Commit,Chris Weber,Channel,01/30/2026,08/30/2026
OPP-00931,Quantum Networks,Ethernet,40.43,1 - Discover,Commit,Amy Rodriguez,Agent,11/24/2025,06/03/2026
OPP-00932,NetScale Systems,SD-WAN,227.94,4 - Negotiate,Best Case,Amy Rodriguez,Agent,01/31/2026,07/13/2026
OPP-00933,DigiPath,IP Transit,943.41,4 - Negotiate,Best Case,Amy Rodriguez,Direct,01/30/2026,07/18/2026
OPP-00937,CoreConnect,Ethernet,457.6,Verbal Agreement,Best Case,Amy Rodriguez,Channel,11/26/2025,05/28/2026
OPP-00938,IronGate Tech,IP Transit,368.7,2 - Design Solution,Commit,David Park,Agent,12/18/2025,03/22/2026
OPP-00946,SignalBridge,Dark Fiber,380.26,Verbal Agreement,Commit,Nicole Foster,Channel,01/29/2026,09/08/2026
OPP-00949,Cascade Networks,Dark Fiber,297.87,2 - Design Solution,Not In Forecast,Mark Thompson,Channel,01/03/2026,05/09/2026
OPP-00956,HorizonIO,IP Transit,835.4,3 - Propose,Best Case,Nicole Foster,Channel,12/20/2025,04/21/2026
OPP-00959,Atlas Computing,Dark Fiber,525.2,4 - Negotiate,Longshot,Ryan O'Brien,Direct,11/24/2025,06/26/2026
OPP-00960,CoreConnect,DDoS Protection,369.96,Verbal Agreement,Commit,Jose Banales,Channel,12/22/2025,08/31/2026
OPP-00961,FiberLink,Cloud Connect,381.06,Verbal Agreement,Commit,Nicole Foster,Direct,12/03/2025,08/14/2026
OPP-00964,LinkStream,Wavelengths,19.26,4 - Negotiate,Longshot,Jessica Kim,Direct,01/08/2026,07/19/2026
OPP-00965,PulseNet,Ethernet,2785.32,4 - Negotiate,Not In Forecast,Ryan O'Brien,Channel,12/06/2025,08/27/2026
OPP-00966,TechFlow Inc,IP Transit,436.56,2 - Design Solution,Best Case,Mark Thompson,Agent,01/17/2026,07/18/2026
OPP-00969,DataSync Labs,Cloud Connect,52.91,4 - Negotiate,Best Case,Mark Thompson,Channel,01/01/2026,09/14/2026
OPP-00973,RedRock Data,Managed Services,864.9,2 - Design Solution,Not In Forecast,Amy Rodriguez,Direct,03/16/2026,04/03/2026
OPP-00976,GridForce,IP Transit,1138.57,2 - Design Solution,Longshot,Chris Weber,Agent,12/11/2025,09/08/2026
OPP-00979,EchoPoint,Cloud Connect,1288.47,3 - Propose,Longshot,Jose Banales,Direct,11/26/2025,04/27/2026
OPP-00982,RedRock Data,Wavelengths,286.71,1 - Discover,Not In Forecast,Nicole Foster,Agent,02/02/2026,08/21/2026
OPP-00984,Pinnacle IT,SD-WAN,7990.42,1 - Discover,Not In Forecast,Lisa Chen,Direct,02/13/2026,09/09/2026
OPP-00987,BluePeak,Colocation,1123.75,1 - Discover,Commit,Nicole Foster,Direct,11/27/2025,04/01/2026
OPP-00994,DataSync Labs,Colocation,1922.54,3 - Propose,Commit,Amy Rodriguez,Direct,12/31/2025,08/24/2026
OPP-00996,VectorData,IP Transit,129.34,2 - Design Solution,Longshot,Chris Weber,Channel,12/31/2025,08/11/2026
OPP-00999,CloudFirst,MPLS,267.99,Verbal Agreement,Best Case,Sarah Mitchell,Channel,12/21/2025,05/27/2026
OPP-01000,VectorData,Managed Services,3720.09,2 - Design Solution,Best Case,Mark Thompson,Direct,12/02/2025,09/01/2026
OPP-01013,NexGen Telecom,SD-WAN,659.33,3 - Propose,Commit,Sarah Mitchell,Channel,11/27/2025,06/16/2026
OPP-01014,SwiftNode,DDoS Protection,2365.54,3 - Propose,Best Case,Jessica Kim,Agent,02/18/2026,08/15/2026
OPP-01018,PrimeRoute,Managed Services,1367.72,3 - Propose,Commit,Jessica Kim,Direct,03/16/2026,05/16/2026
OPP-01023,FiberLink,Colocation,113.92,1 - Discover,Best Case,Amy Rodriguez,Direct,02/12/2026,05/07/2026
OPP-01024,VectorData,Managed Services,230.8,4 - Negotiate,Commit,Mark Thompson,Channel,01/23/2026,05/11/2026
OPP-01026,OmniConnect,Managed Services,794.99,3 - Propose,Not In Forecast,Ryan O'Brien,Agent,02/02/2026,06/17/2026
OPP-01028,DigiPath,IP Transit,1593.5,3 - Propose,Not In Forecast,Jessica Kim,Channel,03/05/2026,07/21/2026
OPP-01033,Zenith Systems,Ethernet,270.75,3 - Propose,Best Case,David Park,Direct,03/18/2026,03/21/2026
OPP-01036,BluePeak,Dark Fiber,543.59,Verbal Agreement,Longshot,Jose Banales,Agent,02/26/2026,06/08/2026
OPP-01038,StarForge,SD-WAN,412.39,Verbal Agreement,Not In Forecast,Jessica Kim,Channel,02/19/2026,06/26/2026
OPP-01040,FiberLink,SD-WAN,148.02,1 - Discover,Not In Forecast,Amy Rodriguez,Direct,02/01/2026,05/20/2026
OPP-01041,Quantum Networks,IP Transit,1163.85,Verbal Agreement,Best Case,Chris Weber,Agent,11/25/2025,07/22/2026
OPP-01046,FlexNet Solutions,SD-WAN,472.25,3 - Propose,Longshot,Ryan O'Brien,Channel,01/23/2026,09/09/2026
OPP-01047,LinkStream,MPLS,121.78,4 - Negotiate,Best Case,Amy Rodriguez,Agent,12/09/2025,07/30/2026
OPP-01049,Atlas Computing,Cloud Connect,135.8,Verbal Agreement,Best Case,Sarah Mitchell,Direct,01/01/2026,08/25/2026
OPP-01050,Acme Corp,Ethernet,518.26,4 - Negotiate,Not In Forecast,David Park,Channel,03/17/2026,05/22/2026
OPP-01053,Acme Corp,Ethernet,168.79,Verbal Agreement,Commit,Lisa Chen,Direct,12/29/2025,04/06/2026
OPP-01057,GridForce,DDoS Protection,151.43,1 - Discover,Best Case,Amy Rodriguez,Direct,11/18/2025,08/15/2026
OPP-01058,HorizonIO,Cloud Connect,3666.5,Verbal Agreement,Commit,Sarah Mitchell,Channel,02/08/2026,05/27/2026
