opportunity_id,customer_account,product_group,mrr,stage,forecast_category,rep,sales_channel,created_date,close_date
OPP-01322,Quantum Networks,Managed Services,2703.28,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,11/06/2024,02/09/2025
OPP-01335,TerraLink,Dark Fiber,1411.29,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,02/10/2025,03/02/2025
OPP-01339,OmniConnect,Cloud Connect,129.76,Closed Lost,Not In Forecast,Chris Weber,Direct,11/07/2024,01/29/2025
OPP-01340,SkyBridge Networks,SD-WAN,125.83,Closed Lost,Not In Forecast,Jessica Kim,Direct,06/18/2024,08/12/2024
OPP-01341,Quantum Networks,MPLS,351.92,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,06/07/2025,09/01/2025
OPP-01343,StarForge,Managed Services,507.21,Closed Lost,Not In Forecast,Chris Weber,Direct,06/29/2024,09/20/2024
OPP-01345,Zenith Systems,IP Transit,498.19,Closed Lost,Not In Forecast,Mark Thompson,Direct,11/24/2024,04/04/2025
OPP-01350,WavePoint,Managed Services,148.18,Closed Lost,Not In Forecast,Nicole Foster,Agent,07/29/2025,11/23/2025
OPP-01356,ClearPath,Managed Services,562.4,Closed Lost,Not In Forecast,David Park,Direct,10/29/2024,11/23/2024
OPP-01357,DataSync Labs,SD-WAN,284.73,Closed Lost,Not In Forecast,Jose Banales,Direct,10/19/2024,11/03/2024
OPP-01362,HorizonIO,SD-WAN,1145.2,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,08/21/2024,09/30/2024
OPP-01364,Pinnacle IT,Wavelengths,234.29,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,01/27/2025,04/12/2025
OPP-01368,SignalBridge,SD-WAN,1507.83,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,09/30/2024,11/27/2024
OPP-01369,Zenith Systems,Managed Services,1047.94,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,05/23/2024,10/03/2024
OPP-01371,ClearPath,IP Transit,2218.65,Closed Lost,Not In Forecast,Jessica Kim,Channel,05/20/2025,08/03/2025
OPP-01372,HorizonIO,Cloud Connect,49.42,Closed Lost,Not In Forecast,Lisa Chen,Direct,07/16/2024,09/06/2024
OPP-01377,WavePoint,Dark Fiber,192.89,Closed Lost,Not In Forecast,Mark Thompson,Direct,12/24/2025,02/23/2026
OPP-01378,ClearPath,MPLS,165.48,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,01/21/2026,03/09/2026
OPP-01381,Apex Digital,MPLS,2882.89,Closed Lost,Not In Forecast,Lisa Chen,Channel,11/01/2025,01/20/2026
OPP-01390,SignalBridge,Ethernet,1489.32,Closed Lost,Not In Forecast,Nicole Foster,Agent,06/29/2025,10/21/2025
OPP-01392,Atlas Computing,Wavelengths,580.06,Closed Lost,Not In Forecast,Mark Thompson,Direct,10/05/2025,03/10/2026
OPP-01397,Apex Digital,Wavelengths,104.77,Closed Lost,Not In Forecast,Mark Thompson,Agent,10/02/2025,03/04/2026
OPP-01398,Quantum Networks,Colocation,101.56,Closed Lost,Not In Forecast,Nicole Foster,Agent,04/28/2024,07/31/2024
OPP-01400,SkyBridge Networks,DDoS Protection,819.96,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,07/02/2024,12/25/2024
OPP-01405,CoreConnect,MPLS,1820.48,Closed Lost,Not In Forecast,Mark Thompson,Agent,08/01/2024,10/10/2024
OPP-01407,DigiPath,Cloud Connect,348.66,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,12/28/2025,02/18/2026
OPP-01409,Acme Corp,DDoS Protection,1181.58,Closed Lost,Not In Forecast,Jessica Kim,Direct,10/12/2024,02/09/2025
OPP-01412,TechFlow Inc,Ethernet,466.96,Closed Lost,Not In Forecast,Jessica Kim,Channel,12/21/2024,05/17/2025
OPP-01413,HorizonIO,DDoS Protection,1209.12,Closed Lost,Not In Forecast,Jose Banales,Direct,11/23/2024,04/29/2025
OPP-01418,BluePeak,Dark Fiber,575.42,Closed Lost,Not In Forecast,Lisa Chen,Channel,10/30/2024,01/07/2025
OPP-01419,LinkStream,Cloud Connect,136.14,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,11/10/2025,02/17/2026
OPP-01422,ClearPath,Wavelengths,463.43,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,06/25/2024,12/17/2024
OPP-01425,HorizonIO,DDoS Protection,298.01,Closed Lost,Not In Forecast,Mark Thompson,Agent,04/22/2024,09/20/2024
OPP-01427,SignalBridge,SD-WAN,1036.93,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,11/16/2025,02/24/2026
OPP-01428,Titanium Labs,Ethernet,218.22,Closed Lost,Not In Forecast,Jessica Kim,Channel,10/23/2024,11/12/2024
OPP-01430,EchoPoint,Wavelengths,2031.25,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,06/01/2024,08/16/2024
OPP-01436,FlexNet Solutions,SD-WAN,161.26,Closed Lost,Not In Forecast,David Park,Direct,06/04/2024,07/27/2024
OPP-01441,CloudFirst,DDoS Protection,1259.91,Closed Lost,Not In Forecast,Lisa Chen,Direct,04/04/2024,09/25/2024
OPP-01442,Cascade Networks,IP Transit,1103.6,Closed Lost,Not In Forecast,Mark Thompson,Direct,09/10/2025,10/26/2025
OPP-01447,OmniConnect,Cloud Connect,142.58,Closed Lost,Not In Forecast,David Park,Direct,01/12/2025,03/17/2025
OPP-01448,TechFlow Inc,Wavelengths,786.48,Closed Lost,Not In Forecast,Jessica Kim,Channel,09/12/2025,02/03/2026
OPP-01449,TechFlow Inc,Ethernet,1031.51,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,08/02/2024,12/14/2024
OPP-01450,GoldGrid,Dark Fiber,31.49,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,03/16/2025,05/19/2025
OPP-01452,Quantum Networks,Wavelengths,508.84,Closed Lost,Not In Forecast,Nicole Foster,Channel,10/07/2024,12/22/2024
OPP-01459,ByteWorks,Ethernet,983.33,Closed Lost,Not In Forecast,Chris Weber,Agent,09/08/2024,11/02/2024
OPP-01461,DataSync Labs,SD-WAN,2530.39,Closed Lost,Not In Forecast,Mark Thompson,Agent,02/26/2025,05/12/2025
OPP-01464,TerraLink,IP Transit,187.2,Closed Lost,Not In Forecast,Jessica Kim,Direct,05/10/2024,09/12/2024
OPP-01465,Summit Cloud,Colocation,283.02,Closed Lost,Not In Forecast,Mark Thompson,Channel,08/11/2024,02/01/2025
OPP-01467,SwiftNode,Ethernet,316.79,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,01/07/2026,02/26/2026
OPP-01468,DigiPath,Dark Fiber,506.95,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,03/30/2025,09/05/2025
OPP-01469,CopperLine,Wavelengths,23.95,Closed Lost,Not In Forecast,David Park,Channel,10/25/2025,02/25/2026
OPP-01471,FlexNet Solutions,IP Transit,75.78,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,01/13/2025,02/02/2025
OPP-01473,Zenith Systems,MPLS,56.03,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,06/29/2025,10/28/2025
OPP-01474,TechFlow Inc,Managed Services,425.3,Closed Lost,Not In Forecast,Mark Thompson,Agent,02/02/2026,02/16/2026
OPP-01490,Apex Digital,IP Transit,148.81,Closed Lost,Not In Forecast,Jessica Kim,Channel,06/02/2024,11/03/2024
OPP-01491,FlexNet Solutions,SD-WAN,259.02,Closed Lost,Not In Forecast,David Park,Agent,06/22/2024,10/25/2024
OPP-01492,PrimeRoute,SD-WAN,257.45,Closed Lost,Not In Forecast,Jose Banales,Direct,08/10/2024,12/21/2024
OPP-01493,RedRock Data,Colocation,1165.57,Closed Lost,Not In Forecast,Mark Thompson,Direct,06/30/2024,12/22/2024
OPP-01494,GridForce,SD-WAN,2615.4,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,06/09/2025,08/22/2025
OPP-01497,DigiPath,Managed Services,161.79,Closed Lost,Not In Forecast,Jessica Kim,Agent,08/15/2024,09/02/2024
OPP-01498,SkyBridge Networks,Dark Fiber,68.44,Closed Lost,Not In Forecast,Chris Weber,Agent,02/16/2025,04/12/2025
OPP-01500,Cascade Networks,IP Transit,520.23,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,02/14/2026,03/10/2026
OPP-01501,IronGate Tech,MPLS,673.6,Closed Lost,Not In Forecast,Nicole Foster,Agent,09/24/2025,01/27/2026
OPP-01503,FlexNet Solutions,Cloud Connect,828.55,Closed Lost,Not In Forecast,Jessica Kim,Agent,03/18/2025,05/17/2025
OPP-01505,Atlas Computing,Managed Services,420.93,Closed Lost,Not In Forecast,Nicole Foster,Agent,08/22/2024,10/09/2024
OPP-01506,Apex Digital,Colocation,1022.79,Closed Lost,Not In Forecast,Nicole Foster,Direct,11/16/2024,03/05/2025
OPP-01512,ClearPath,DDoS Protection,1069.53,Closed Lost,Not In Forecast,Mark Thompson,Agent,09/11/2025,02/28/2026
OPP-01513,SkyBridge Networks,Wavelengths,391.92,Closed Lost,Not In Forecast,Lisa Chen,Agent,04/17/2025,09/22/2025
OPP-01515,GoldGrid,Wavelengths,514.93,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,10/07/2024,03/04/2025
OPP-01519,PulseNet,Managed Services,555.85,Closed Lost,Not In Forecast,Chris Weber,Agent,07/30/2024,12/14/2024
OPP-01520,Acme Corp,SD-WAN,64.49,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,02/19/2025,07/26/2025
OPP-01526,PulseNet,Wavelengths,217.35,Closed Lost,Not In Forecast,David Park,Channel,08/02/2025,09/22/2025
OPP-01529,FiberLink,IP Transit,808.34,Closed Lost,Not In Forecast,Lisa Chen,Direct,05/17/2024,09/05/2024
OPP-01530,Acme Corp,Wavelengths,929.14,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,04/11/2024,09/09/2024
OPP-01536,HorizonIO,Ethernet,1165.41,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,11/23/2024,05/04/2025
OPP-01541,LinkStream,Managed Services,123.6,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,05/12/2024,10/14/2024
OPP-01542,GridForce,IP Transit,435.98,Closed Lost,Not In Forecast,Jose Banales,Direct,10/21/2025,02/25/2026
OPP-01544,Titanium Labs,Cloud Connect,3075.94,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,06/21/2024,07/11/2024
OPP-01550,Atlas Computing,SD-WAN,127.81,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,10/10/2025,02/03/2026
OPP-01556,SkyBridge Networks,MPLS,66.37,Closed Lost,Not In Forecast,Mark Thompson,Channel,06/14/2025,07/20/2025
OPP-01559,CloudFirst,Wavelengths,715.31,Closed Lost,Not In Forecast,Jose Banales,Agent,06/23/2025,10/10/2025
OPP-01560,IronGate Tech,SD-WAN,255.06,Closed Lost,Not In Forecast,Nicole Foster,Direct,09/10/2024,11/27/2024
OPP-01562,DigiPath,Colocation,456.33,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,04/30/2025,07/24/2025
OPP-01563,Quantum Networks,Managed Services,2834.41,Closed Lost,Not In Forecast,Mark Thompson,Channel,06/19/2025,07/31/2025
OPP-01571,PrimeRoute,MPLS,255.73,Closed Lost,Not In Forecast,Jose Banales,Channel,12/04/2024,05/24/2025
OPP-01572,SilverStream,Colocation,1738.27,Closed Lost,Not In Forecast,Jose Banales,Agent,11/28/2025,03/02/2026
OPP-01573,ByteWorks,Wavelengths,233.51,Closed Lost,Not In Forecast,Lisa Chen,Channel,01/11/2025,02/21/2025
OPP-01575,PulseNet,Cloud Connect,2801.23,Closed Lost,Not In Forecast,Chris Weber,Direct,12/03/2025,02/20/2026
OPP-01582,VectorData,Colocation,920.87,Closed Lost,Not In Forecast,Jose Banales,Channel,09/27/2024,01/17/2025
OPP-01583,Titanium Labs,Wavelengths,2508.24,Closed Lost,Not In Forecast,David Park,Agent,08/11/2025,01/24/2026
OPP-01584,PrimeRoute,IP Transit,297.57,Closed Lost,Not In Forecast,Nicole Foster,Agent,10/31/2025,03/17/2026
OPP-01585,CloudFirst,SD-WAN,486.79,Closed Lost,Not In Forecast,Jose Banales,Agent,05/29/2025,06/24/2025
OPP-01586,RedRock Data,Colocation,232.49,Closed Lost,Not In Forecast,Lisa Chen,Direct,07/05/2024,11/14/2024
OPP-01588,VectorData,MPLS,463.82,Closed Lost,Not In Forecast,Chris Weber,Direct,08/10/2024,10/04/2024
OPP-01589,OmniConnect,MPLS,180.67,Closed Lost,Not In Forecast,Lisa Chen,Agent,08/13/2025,10/25/2025
OPP-01595,DataSync Labs,Ethernet,1541.74,Closed Lost,Not In Forecast,David Park,Channel,07/26/2025,08/26/2025
OPP-01596,Cascade Networks,IP Transit,3664.81,Closed Lost,Not In Forecast,David Park,Agent,03/20/2024,07/15/2024
OPP-01598,EchoPoint,DDoS Protection,1073.78,Closed Lost,Not In Forecast,Nicole Foster,Agent,12/11/2025,03/03/2026
OPP-01599,HorizonIO,Colocation,170.11,Closed Lost,Not In Forecast,Chris Weber,Agent,02/02/2025,03/01/2025
OPP-01602,LinkStream,DDoS Protection,56.99,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,02/16/2025,06/06/2025
OPP-01606,ClearPath,Colocation,417.29,Closed Lost,Not In Forecast,Jose Banales,Agent,05/27/2025,07/14/2025
OPP-01612,Cascade Networks,DDoS Protection,1024.96,Closed Lost,Not In Forecast,Jessica Kim,Agent,11/17/2025,03/03/2026
OPP-01613,SwiftNode,Dark Fiber,3008.75,Closed Lost,Not In Forecast,David Park,Channel,05/27/2025,06/30/2025
OPP-01615,EchoPoint,Dark Fiber,279.17,Closed Lost,Not In Forecast,Jessica Kim,Agent,08/26/2025,10/24/2025
OPP-01616,HorizonIO,IP Transit,1369.01,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,12/17/2024,01/13/2025
OPP-01618,NetScale Systems,Wavelengths,155.33,Closed Lost,Not In Forecast,Mark Thompson,Direct,08/03/2025,01/23/2026
OPP-01622,SilverStream,Ethernet,562.07,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,11/08/2024,02/09/2025
OPP-01623,Acme Corp,Dark Fiber,374.45,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,05/25/2024,09/25/2024
OPP-01624,OmniConnect,IP Transit,171.22,Closed Lost,Not In Forecast,David Park,Channel,09/13/2025,11/20/2025
OPP-01626,Apex Digital,Ethernet,1716.21,Closed Lost,Not In Forecast,Nicole Foster,Direct,05/27/2025,11/08/2025
OPP-01630,WavePoint,Wavelengths,3319.18,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,09/10/2024,02/04/2025
OPP-01637,TerraLink,Managed Services,105.57,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,04/21/2025,08/22/2025
OPP-01640,Acme Corp,Cloud Connect,482.3,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,10/20/2025,02/26/2026
OPP-01648,CoreConnect,DDoS Protection,176.38,Closed Lost,Not In Forecast,David Park,Direct,06/21/2025,07/19/2025
OPP-01649,VectorData,Cloud Connect,83.8,Closed Lost,Not In Forecast,David Park,Direct,05/03/2024,08/07/2024
OPP-01652,PrimeRoute,Managed Services,249.39,Closed Lost,Not In Forecast,Mark Thompson,Agent,07/28/2025,12/23/2025
OPP-01653,Cascade Networks,IP Transit,111.01,Closed Lost,Not In Forecast,Mark Thompson,Agent,04/20/2025,09/20/2025
OPP-01658,StarForge,MPLS,207.1,Closed Lost,Not In Forecast,Lisa Chen,Channel,12/17/2025,02/16/2026
OPP-01661,LinkStream,Cloud Connect,339.06,Closed Lost,Not In Forecast,Jessica Kim,Channel,12/22/2024,05/25/2025
OPP-01662,IronGate Tech,Dark Fiber,409.68,Closed Lost,Not In Forecast,Chris Weber,Channel,09/15/2024,12/20/2024
OPP-01674,FlexNet Solutions,Wavelengths,168.44,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,09/12/2024,02/13/2025
OPP-01678,GridForce,MPLS,268.23,Closed Lost,Not In Forecast,David Park,Channel,08/25/2024,12/03/2024
OPP-01680,CoreConnect,DDoS Protection,635.29,Closed Lost,Not In Forecast,Mark Thompson,Channel,01/24/2026,02/23/2026
OPP-01683,Acme Corp,SD-WAN,174.6,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,09/24/2024,10/31/2024
OPP-01694,CoreConnect,Colocation,698.95,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,03/28/2024,05/14/2024
OPP-01701,TerraLink,DDoS Protection,1914.53,Closed Lost,Not In Forecast,Mark Thompson,Direct,04/01/2024,08/22/2024
OPP-01707,StarForge,Cloud Connect,462.78,Closed Lost,Not In Forecast,David Park,Agent,11/16/2025,03/14/2026
OPP-01713,ClearPath,Ethernet,16.44,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,11/16/2025,03/05/2026
OPP-01716,TerraLink,DDoS Protection,220.1,Closed Lost,Not In Forecast,David Park,Channel,11/10/2025,12/25/2025
OPP-01720,OmniConnect,IP Transit,236.32,Closed Lost,Not In Forecast,Mark Thompson,Direct,03/24/2025,06/18/2025
OPP-01721,PulseNet,DDoS Protection,63.55,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,01/05/2026,03/02/2026
OPP-01723,IronGate Tech,DDoS Protection,248.2,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,05/04/2024,10/27/2024
OPP-01724,OmniConnect,IP Transit,191.11,Closed Lost,Not In Forecast,Jessica Kim,Agent,05/03/2024,05/27/2024
OPP-01726,IronGate Tech,Dark Fiber,819.28,Closed Lost,Not In Forecast,Nicole Foster,Channel,04/29/2025,09/26/2025
OPP-01729,LinkStream,Ethernet,93.3,Closed Lost,Not In Forecast,Mark Thompson,Direct,09/03/2025,02/19/2026
OPP-01730,SilverStream,IP Transit,853.36,Closed Lost,Not In Forecast,Jose Banales,Channel,11/05/2024,03/08/2025
OPP-01739,DigiPath,Colocation,800.49,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,01/23/2026,02/21/2026
OPP-01740,Summit Cloud,SD-WAN,286.67,Closed Lost,Not In Forecast,Chris Weber,Direct,12/26/2024,05/11/2025
OPP-01741,DataSync Labs,Cloud Connect,251.1,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,12/17/2024,01/19/2025
OPP-01744,WavePoint,SD-WAN,3644.26,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,07/04/2025,12/02/2025
OPP-01745,Titanium Labs,Managed Services,87.52,Closed Lost,Not In Forecast,Chris Weber,Direct,07/26/2025,10/08/2025
OPP-01747,GoldGrid,Managed Services,258.53,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,06/19/2024,12/12/2024
OPP-01748,TerraLink,Cloud Connect,190.83,Closed Lost,Not In Forecast,David Park,Direct,05/03/2024,06/27/2024
OPP-01758,HorizonIO,MPLS,802.3,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,12/07/2024,03/02/2025
OPP-01762,Pinnacle IT,Dark Fiber,72.89,Closed Lost,Not In Forecast,Jessica Kim,Channel,05/14/2025,08/31/2025
OPP-01765,SilverStream,DDoS Protection,3455.15,Closed Lost,Not In Forecast,Lisa Chen,Channel,06/01/2025,07/06/2025
OPP-01772,ByteWorks,Colocation,316.62,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,06/20/2025,09/29/2025
OPP-01777,SignalBridge,Ethernet,53.01,Closed Lost,Not In Forecast,Jose Banales,Direct,06/30/2025,08/01/2025
OPP-01780,RedRock Data,Cloud Connect,214.9,Closed Lost,Not In Forecast,David Park,Channel,09/18/2025,01/23/2026
OPP-01781,WavePoint,Managed Services,68.89,Closed Lost,Not In Forecast,Mark Thompson,Channel,11/06/2025,02/16/2026
OPP-01785,DataSync Labs,Ethernet,656.61,Closed Lost,Not In Forecast,Nicole Foster,Direct,02/06/2025,03/21/2025
OPP-01786,RedRock Data,Wavelengths,797.69,Closed Lost,Not In Forecast,Mark Thompson,Direct,10/09/2025,02/17/2026
OPP-01789,HorizonIO,Managed Services,61.72,Closed Lost,Not In Forecast,Jose Banales,Channel,09/04/2024,09/21/2024
OPP-01792,Apex Digital,DDoS Protection,257.38,Closed Lost,Not In Forecast,Lisa Chen,Channel,03/20/2025,08/27/2025
OPP-01796,PulseNet,Dark Fiber,789.3,Closed Lost,Not In Forecast,Chris Weber,Channel,06/25/2024,08/28/2024
OPP-01797,LinkStream,Wavelengths,147.6,Closed Lost,Not In Forecast,Lisa Chen,Agent,11/02/2024,12/27/2024
OPP-01798,NetScale Systems,Wavelengths,277.55,Closed Lost,Not In Forecast,Mark Thompson,Direct,01/25/2026,03/09/2026
OPP-01799,SkyBridge Networks,Colocation,742.1,Closed Lost,Not In Forecast,Mark Thompson,Channel,02/15/2025,05/08/2025
OPP-01801,PulseNet,MPLS,1678.77,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,04/19/2025,10/14/2025
OPP-01802,Zenith Systems,SD-WAN,727.82,Closed Lost,Not In Forecast,Chris Weber,Agent,01/21/2026,03/14/2026
OPP-01805,GoldGrid,Managed Services,559.99,Closed Lost,Not In Forecast,Mark Thompson,Channel,01/14/2026,03/11/2026
OPP-01812,Atlas Computing,Wavelengths,95.87,Closed Lost,Not In Forecast,Lisa Chen,Channel,08/25/2024,10/30/2024
OPP-01815,DataSync Labs,DDoS Protection,229.91,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,07/26/2024,12/07/2024
OPP-01816,SilverStream,Managed Services,191.02,Closed Lost,Not In Forecast,Chris Weber,Direct,11/01/2025,02/25/2026
OPP-01819,HorizonIO,MPLS,164.02,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,02/03/2026,02/25/2026
OPP-01820,Acme Corp,Managed Services,162.46,Closed Lost,Not In Forecast,David Park,Direct,12/10/2025,03/04/2026
OPP-01829,SkyBridge Networks,Dark Fiber,988.53,Closed Lost,Not In Forecast,Jose Banales,Direct,11/14/2025,03/06/2026
OPP-01830,LinkStream,Dark Fiber,10977.91,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,01/13/2025,05/18/2025
OPP-01837,SilverStream,DDoS Protection,447.17,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,07/31/2025,09/04/2025
OPP-01847,DigiPath,Managed Services,1003.21,Closed Lost,Not In Forecast,David Park,Channel,08/24/2025,09/20/2025
OPP-01848,FiberLink,Colocation,15.35,Closed Lost,Not In Forecast,Nicole Foster,Direct,08/08/2025,09/14/2025
OPP-01850,TerraLink,DDoS Protection,626.02,Closed Lost,Not In Forecast,David Park,Channel,09/14/2025,02/28/2026
OPP-01851,StarForge,Cloud Connect,3517.52,Closed Lost,Not In Forecast,Jessica Kim,Direct,03/01/2025,04/26/2025
OPP-01852,FiberLink,Wavelengths,154.04,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,12/26/2024,05/21/2025
OPP-01854,ClearPath,MPLS,108.5,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,11/05/2025,03/18/2026
OPP-01855,EchoPoint,MPLS,1855.68,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,02/17/2025,07/30/2025
OPP-01857,Cascade Networks,DDoS Protection,121.39,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,06/05/2025,11/04/2025
OPP-01859,GoldGrid,MPLS,170.17,Closed Lost,Not In Forecast,Mark Thompson,Direct,05/27/2025,09/27/2025
OPP-01860,CopperLine,Ethernet,1200.65,Closed Lost,Not In Forecast,Lisa Chen,Channel,04/08/2024,08/19/2024
OPP-01862,Quantum Networks,Dark Fiber,131.47,Closed Lost,Not In Forecast,Lisa Chen,Agent,02/03/2025,05/18/2025
OPP-01863,DigiPath,Ethernet,5368.36,Closed Lost,Not In Forecast,Chris Weber,Direct,04/30/2024,07/26/2024
OPP-01864,Apex Digital,Dark Fiber,104.7,Closed Lost,Not In Forecast,Mark Thompson,Channel,09/12/2025,02/01/2026
OPP-01867,SkyBridge Networks,SD-WAN,960.29,Closed Lost,Not In Forecast,Jessica Kim,Agent,07/30/2025,01/06/2026
OPP-01872,DataSync Labs,Cloud Connect,303.05,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,08/21/2025,10/01/2025
OPP-01873,VectorData,SD-WAN,1012.59,Closed Lost,Not In Forecast,David Park,Channel,04/09/2024,09/18/2024
OPP-01876,DigiPath,Managed Services,4687.18,Closed Lost,Not In Forecast,David Park,Direct,12/20/2024,01/12/2025
OPP-01877,GridForce,SD-WAN,411.09,Closed Lost,Not In Forecast,Lisa Chen,Agent,07/12/2025,11/17/2025
OPP-01881,OmniConnect,Managed Services,392.89,Closed Lost,Not In Forecast,Jessica Kim,Direct,12/21/2024,01/30/2025
OPP-01882,Titanium Labs,Ethernet,69.89,Closed Lost,Not In Forecast,Mark Thompson,Channel,12/08/2025,03/12/2026
OPP-01883,FiberLink,IP Transit,124.3,Closed Lost,Not In Forecast,Mark Thompson,Channel,12/04/2024,05/15/2025
OPP-01884,BluePeak,Ethernet,847.01,Closed Lost,Not In Forecast,Mark Thompson,Direct,04/01/2024,06/22/2024
OPP-01885,LinkStream,IP Transit,101.8,Closed Lost,Not In Forecast,Chris Weber,Direct,09/07/2025,01/10/2026
OPP-01890,SwiftNode,IP Transit,686.88,Closed Lost,Not In Forecast,Mark Thompson,Direct,07/14/2025,08/17/2025
OPP-01891,TerraLink,Managed Services,3621.73,Closed Lost,Not In Forecast,Mark Thompson,Direct,07/10/2024,11/28/2024
OPP-01894,Acme Corp,IP Transit,516.41,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,06/17/2025,10/31/2025
OPP-01900,DigiPath,MPLS,119.15,Closed Lost,Not In Forecast,Jose Banales,Channel,05/08/2024,09/03/2024
OPP-01905,NexGen Telecom,MPLS,154.06,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,12/20/2025,02/11/2026
OPP-01914,Zenith Systems,IP Transit,195.32,Closed Lost,Not In Forecast,Jose Banales,Agent,08/04/2024,12/16/2024
OPP-01915,ByteWorks,Cloud Connect,224.31,Closed Lost,Not In Forecast,Lisa Chen,Channel,03/26/2024,06/24/2024
OPP-01917,DigiPath,DDoS Protection,9539.82,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,07/13/2024,08/05/2024
OPP-01923,RedRock Data,IP Transit,391.19,Closed Lost,Not In Forecast,David Park,Direct,09/07/2024,11/02/2024
OPP-01927,FiberLink,Colocation,131.32,Closed Lost,Not In Forecast,David Park,Agent,12/21/2024,02/27/2025
OPP-01928,HorizonIO,Dark Fiber,2614.59,Closed Lost,Not In Forecast,David Park,Agent,08/19/2024,09/25/2024
OPP-01930,PrimeRoute,SD-WAN,1400.88,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,06/08/2024,11/05/2024
OPP-01932,PulseNet,Wavelengths,2222.55,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,04/05/2024,07/17/2024
OPP-01933,FiberLink,Wavelengths,129.97,Closed Lost,Not In Forecast,Jose Banales,Direct,12/28/2024,02/02/2025
OPP-01942,RedRock Data,Wavelengths,334.82,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,07/04/2024,07/20/2024
OPP-01945,TerraLink,Colocation,267.71,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,02/15/2026,03/15/2026
OPP-01946,IronGate Tech,MPLS,306.72,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,08/13/2024,12/05/2024
OPP-01948,GoldGrid,Colocation,407.06,Closed Lost,Not In Forecast,Lisa Chen,Agent,03/28/2024,06/28/2024
OPP-01952,Apex Digital,Managed Services,273.33,Closed Lost,Not In Forecast,Lisa Chen,Agent,11/12/2024,04/27/2025
